# BLASTN 2.13.0+
# Query: homSap_novel_ENSG00000285708
# Database: nr					
# Fields: subject id, ?
# 791 hits found
gi|1843658112|ref|NM_001349340.3| Homo sapiens forkhead box P1 (FOXP1), transcript variant 13, mRNA
gi|1843658093|ref|NM_001244814.3| Homo sapiens forkhead box P1 (FOXP1), transcript variant 7, mRNA
gi|1843658062|ref|NM_001244816.2| Homo sapiens forkhead box P1 (FOXP1), transcript variant 9, mRNA
gi|1843658043|ref|NM_001349338.3| Homo sapiens forkhead box P1 (FOXP1), transcript variant 11, mRNA
gi|1777535708|ref|NM_032682.6| Homo sapiens forkhead box P1 (FOXP1), transcript variant 1, mRNA
gi|12043713|gb|AF146696.1|AF146696 Homo sapiens clone pAB195 FOXP1 (FOXP1) mRNA, complete cds
gi|18032255|gb|AF250920.1|AF250920 Homo sapiens 12CC4 mRNA, complete cds
gi|18676892|dbj|AK074321.1| Homo sapiens cDNA FLJ23741 fis, clone HEP15377
gi|1843658057|ref|NM_001349341.3| Homo sapiens forkhead box P1 (FOXP1), transcript variant 14, mRNA
gi|1843658009|ref|NM_001244808.3| Homo sapiens forkhead box P1 (FOXP1), transcript variant 3, mRNA
gi|1849115028|ref|XM_034956870.1| PREDICTED: Pan paniscus forkhead box P1 (FOXP1), transcript variant X7, mRNA
gi|1849115026|ref|XM_034956869.1| PREDICTED: Pan paniscus forkhead box P1 (FOXP1), transcript variant X6, mRNA
gi|1849115024|ref|XM_034956868.1| PREDICTED: Pan paniscus forkhead box P1 (FOXP1), transcript variant X5, mRNA
gi|1849115022|ref|XM_034956867.1| PREDICTED: Pan paniscus forkhead box P1 (FOXP1), transcript variant X4, mRNA
gi|1753064349|ref|XM_019023994.2| PREDICTED: Gorilla gorilla gorilla forkhead box P1 (FOXP1), transcript variant X5, mRNA
gi|1367266486|ref|XM_016940108.2| PREDICTED: Pan troglodytes forkhead box P1 (FOXP1), transcript variant X10, mRNA
gi|1367266482|ref|XM_024355233.1| PREDICTED: Pan troglodytes forkhead box P1 (FOXP1), transcript variant X9, mRNA
gi|1367266479|ref|XM_016940105.2| PREDICTED: Pan troglodytes forkhead box P1 (FOXP1), transcript variant X8, mRNA
gi|1367266476|ref|XM_016940104.2| PREDICTED: Pan troglodytes forkhead box P1 (FOXP1), transcript variant X7, mRNA
gi|1367266473|ref|XM_001140904.6| PREDICTED: Pan troglodytes forkhead box P1 (FOXP1), transcript variant X6, mRNA
gi|1367266470|ref|XM_016940103.2| PREDICTED: Pan troglodytes forkhead box P1 (FOXP1), transcript variant X5, mRNA
gi|1367266468|ref|XM_009445846.3| PREDICTED: Pan troglodytes forkhead box P1 (FOXP1), transcript variant X4, mRNA
gi|34527901|dbj|AK122710.1| Homo sapiens cDNA FLJ16198 fis, clone CTONG1000220, highly similar to Forkhead box protein P1
gi|46250421|gb|BC068481.1| Homo sapiens cDNA clone IMAGE:4813876, containing frame-shift errors
gi|1849115034|ref|XM_034956873.1| PREDICTED: Pan paniscus forkhead box P1 (FOXP1), transcript variant X10, mRNA
gi|1849115032|ref|XM_034956872.1| PREDICTED: Pan paniscus forkhead box P1 (FOXP1), transcript variant X9, mRNA
gi|1753064353|ref|XM_031009110.1| PREDICTED: Gorilla gorilla gorilla forkhead box P1 (FOXP1), transcript variant X8, mRNA
gi|1753064352|ref|XM_004035886.3| PREDICTED: Gorilla gorilla gorilla forkhead box P1 (FOXP1), transcript variant X7, mRNA
gi|1367266496|ref|XM_001140832.6| PREDICTED: Pan troglodytes forkhead box P1 (FOXP1), transcript variant X13, mRNA
gi|1367266492|ref|XM_024355235.1| PREDICTED: Pan troglodytes forkhead box P1 (FOXP1), transcript variant X12, mRNA
gi|1788685833|ref|XM_023200098.3| PREDICTED: Piliocolobus tephrosceles forkhead box P1 (FOXP1), transcript variant X7, mRNA
gi|1788685831|ref|XM_031935179.1| PREDICTED: Piliocolobus tephrosceles forkhead box P1 (FOXP1), transcript variant X6, mRNA
gi|1788685830|ref|XM_023200093.3| PREDICTED: Piliocolobus tephrosceles forkhead box P1 (FOXP1), transcript variant X5, mRNA
gi|1788685829|ref|XM_023200089.3| PREDICTED: Piliocolobus tephrosceles forkhead box P1 (FOXP1), transcript variant X4, mRNA
gi|1297604416|ref|XM_023200102.1| PREDICTED: Piliocolobus tephrosceles forkhead box P1 (FOXP1), transcript variant X8, mRNA
gi|1825833283|ref|XM_033210434.1| PREDICTED: Trachypithecus francoisi forkhead box P1 (FOXP1), transcript variant X10, mRNA
gi|1825833281|ref|XM_033210433.1| PREDICTED: Trachypithecus francoisi forkhead box P1 (FOXP1), transcript variant X9, mRNA
