# BLASTN 2.13.0+
# Query: homSap_novelZNF_ENSG00000284691
# Database: nr					
# Fields: subject id, ?
# 1000 hits found
gi|2217368360|ref|XM_047420789.1| PREDICTED: Homo sapiens zinc finger domain-containing protein LOC728743 (LOC728743), transcript variant X5, mRNA
gi|2217368358|ref|XM_047420788.1| PREDICTED: Homo sapiens zinc finger domain-containing protein LOC728743 (LOC728743), transcript variant X4, mRNA
gi|2217368356|ref|XM_047420787.1| PREDICTED: Homo sapiens zinc finger domain-containing protein LOC728743 (LOC728743), transcript variant X3, mRNA
gi|2217368354|ref|XM_047420786.1| PREDICTED: Homo sapiens zinc finger domain-containing protein LOC728743 (LOC728743), transcript variant X2, mRNA
gi|2217368352|ref|XM_047420785.1| PREDICTED: Homo sapiens zinc finger domain-containing protein LOC728743 (LOC728743), transcript variant X1, mRNA
gi|2091612991|ref|NM_001395974.1| Homo sapiens zinc finger domain-containing protein LOC728743 (LOC728743), transcript variant 1, mRNA
gi|2091612989|ref|NM_001395975.1| Homo sapiens zinc finger domain-containing protein LOC728743 (LOC728743), transcript variant 2, mRNA
gi|2091612604|ref|NM_001395976.1| Homo sapiens zinc finger domain-containing protein LOC728743 (LOC728743), transcript variant 3, mRNA
gi|219521235|gb|BC143767.1| Homo sapiens cDNA clone MGC:177298 IMAGE:9052281, complete cds
gi|15638868|gb|AC073111.8| Homo sapiens BAC clone RP11-511P7 from 7, complete sequence
gi|1849170057|ref|XM_034965231.1| PREDICTED: Pan paniscus zinc finger and SCAN domain-containing protein 2 (LOC100984200), transcript variant X6, mRNA
gi|1849170055|ref|XM_034965230.1| PREDICTED: Pan paniscus zinc finger and SCAN domain-containing protein 2 (LOC100984200), transcript variant X5, mRNA
gi|1849170053|ref|XM_034965229.1| PREDICTED: Pan paniscus zinc finger and SCAN domain-containing protein 2 (LOC100984200), transcript variant X4, mRNA
gi|1849170030|ref|XM_034965228.1| PREDICTED: Pan paniscus zinc finger and SCAN domain-containing protein 2 (LOC100984200), transcript variant X3, mRNA
gi|1849170028|ref|XM_034965227.1| PREDICTED: Pan paniscus zinc finger and SCAN domain-containing protein 2 (LOC100984200), transcript variant X2, mRNA
gi|1849170027|ref|XR_004672702.1| PREDICTED: Pan paniscus zinc finger and SCAN domain-containing protein 2 (LOC100984200), transcript variant X1, misc_RNA
gi|1753079992|ref|XM_004046475.3| PREDICTED: Gorilla gorilla gorilla zinc finger and SCAN domain-containing protein 2-like (LOC101140790), transcript variant X5, mRNA
gi|1753079991|ref|XM_019031181.2| PREDICTED: Gorilla gorilla gorilla zinc finger and SCAN domain-containing protein 2-like (LOC101140790), transcript variant X4, mRNA
gi|1753079990|ref|XM_019031180.2| PREDICTED: Gorilla gorilla gorilla zinc finger and SCAN domain-containing protein 2-like (LOC101140790), transcript variant X3, mRNA
gi|1753079989|ref|XM_019031179.2| PREDICTED: Gorilla gorilla gorilla zinc finger and SCAN domain-containing protein 2-like (LOC101140790), transcript variant X2, mRNA
gi|1753079988|ref|XM_019031178.2| PREDICTED: Gorilla gorilla gorilla zinc finger and SCAN domain-containing protein 2-like (LOC101140790), transcript variant X1, mRNA
gi|1367318554|ref|XM_003318896.5| PREDICTED: Pan troglodytes zinc finger and SCAN domain-containing protein 2-like (LOC100612560), transcript variant X4, mRNA
gi|1367318553|ref|XM_009454539.3| PREDICTED: Pan troglodytes zinc finger and SCAN domain-containing protein 2-like (LOC100612560), transcript variant X3, mRNA
gi|1367318552|ref|XM_009454535.3| PREDICTED: Pan troglodytes zinc finger and SCAN domain-containing protein 2-like (LOC100612560), transcript variant X2, mRNA
gi|1367318551|ref|XM_009454538.3| PREDICTED: Pan troglodytes zinc finger and SCAN domain-containing protein 2-like (LOC100612560), transcript variant X1, mRNA
gi|51339200|gb|AC146055.4| Pan troglodytes BAC clone RP43-80G9 from chromosome 7, complete sequence
gi|1820542920|ref|XM_032762151.1| PREDICTED: Hylobates moloch zinc finger and SCAN domain-containing protein 2-like (LOC116814516), transcript variant X5, mRNA
gi|1820542918|ref|XM_032762149.1| PREDICTED: Hylobates moloch zinc finger and SCAN domain-containing protein 2-like (LOC116814516), transcript variant X4, mRNA
gi|1820542916|ref|XM_032762148.1| PREDICTED: Hylobates moloch zinc finger and SCAN domain-containing protein 2-like (LOC116814516), transcript variant X3, mRNA
gi|1820542914|ref|XM_032762147.1| PREDICTED: Hylobates moloch zinc finger and SCAN domain-containing protein 2-like (LOC116814516), transcript variant X2, mRNA
gi|1820542912|ref|XM_032762145.1| PREDICTED: Hylobates moloch zinc finger and SCAN domain-containing protein 2-like (LOC116814516), transcript variant X1, mRNA
gi|1351508945|ref|XM_024249562.1| PREDICTED: Pongo abelii zinc finger and SCAN domain-containing protein 2-like (LOC112134297), transcript variant X1, mRNA
gi|1743156020|ref|XM_030826135.1| PREDICTED: Nomascus leucogenys zinc finger and SCAN domain-containing protein 2-like (LOC100587757), transcript variant X6, mRNA
gi|1743156019|ref|XM_003270904.4| PREDICTED: Nomascus leucogenys zinc finger and SCAN domain-containing protein 2-like (LOC100587757), transcript variant X5, mRNA
gi|1743156017|ref|XM_030826134.1| PREDICTED: Nomascus leucogenys zinc finger and SCAN domain-containing protein 2-like (LOC100587757), transcript variant X4, mRNA
gi|1743156016|ref|XM_012512291.2| PREDICTED: Nomascus leucogenys zinc finger and SCAN domain-containing protein 2-like (LOC100587757), transcript variant X3, mRNA
gi|1743156015|ref|XM_012512292.2| PREDICTED: Nomascus leucogenys zinc finger and SCAN domain-containing protein 2-like (LOC100587757), transcript variant X2, mRNA
gi|1743156013|ref|XM_030826133.1| PREDICTED: Nomascus leucogenys zinc finger and SCAN domain-containing protein 2-like (LOC100587757), transcript variant X1, mRNA
gi|1788696877|ref|XM_023225564.2| PREDICTED: Piliocolobus tephrosceles zinc finger and SCAN domain-containing protein 2-like (LOC111551535), transcript variant X3, mRNA
gi|1788696876|ref|XM_023225561.3| PREDICTED: Piliocolobus tephrosceles zinc finger and SCAN domain-containing protein 2-like (LOC111551535), transcript variant X1, mRNA
gi|1482600946|ref|XM_023225563.2| PREDICTED: Piliocolobus tephrosceles zinc finger and SCAN domain-containing protein 2-like (LOC111551535), transcript variant X2, mRNA
gi|1622927648|ref|XM_015135266.2| PREDICTED: Macaca mulatta zinc finger and SCAN domain-containing protein 2-like (LOC713120), transcript variant X10, mRNA
gi|1622927645|ref|XM_028846457.1| PREDICTED: Macaca mulatta zinc finger and SCAN domain-containing protein 2-like (LOC713120), transcript variant X9, mRNA
gi|1622927643|ref|XM_028846456.1| PREDICTED: Macaca mulatta zinc finger and SCAN domain-containing protein 2-like (LOC713120), transcript variant X8, mRNA
gi|1622927640|ref|XM_015135264.2| PREDICTED: Macaca mulatta zinc finger and SCAN domain-containing protein 2-like (LOC713120), transcript variant X7, mRNA
gi|1622927637|ref|XM_028846455.1| PREDICTED: Macaca mulatta zinc finger and SCAN domain-containing protein 2-like (LOC713120), transcript variant X6, mRNA
gi|1622927635|ref|XM_015135268.2| PREDICTED: Macaca mulatta zinc finger and SCAN domain-containing protein 2-like (LOC713120), transcript variant X5, mRNA
gi|1622927632|ref|XM_028846454.1| PREDICTED: Macaca mulatta zinc finger and SCAN domain-containing protein 2-like (LOC713120), transcript variant X4, mRNA
gi|1622927630|ref|XM_028846453.1| PREDICTED: Macaca mulatta zinc finger and SCAN domain-containing protein 2-like (LOC713120), transcript variant X3, mRNA
gi|1622927627|ref|XM_028846452.1| PREDICTED: Macaca mulatta zinc finger and SCAN domain-containing protein 2-like (LOC713120), transcript variant X2, mRNA
gi|1622927625|ref|XM_028846451.1| PREDICTED: Macaca mulatta zinc finger and SCAN domain-containing protein 2-like (LOC713120), transcript variant X1, mRNA
gi|1381503769|ref|XM_024790709.1| PREDICTED: Macaca nemestrina zinc finger protein 775 (ZNF775), mRNA
gi|2161898217|ref|XM_045388133.1| PREDICTED: Macaca fascicularis zinc finger and SCAN domain-containing protein 2-like (LOC102130591), transcript variant X6, mRNA
gi|2161898216|ref|XM_015448274.2| PREDICTED: Macaca fascicularis zinc finger and SCAN domain-containing protein 2-like (LOC102130591), transcript variant X5, mRNA
gi|2161898214|ref|XM_045388132.1| PREDICTED: Macaca fascicularis zinc finger and SCAN domain-containing protein 2-like (LOC102130591), transcript variant X4, mRNA
gi|2161898212|ref|XM_015448272.2| PREDICTED: Macaca fascicularis zinc finger and SCAN domain-containing protein 2-like (LOC102130591), transcript variant X3, mRNA
gi|2161898210|ref|XM_015448271.2| PREDICTED: Macaca fascicularis zinc finger and SCAN domain-containing protein 2-like (LOC102130591), transcript variant X2, mRNA
gi|2161898208|ref|XM_005551136.3| PREDICTED: Macaca fascicularis zinc finger and SCAN domain-containing protein 2-like (LOC102130591), transcript variant X1, mRNA
gi|1777317260|ref|XM_021936410.2| PREDICTED: Papio anubis zinc finger and SCAN domain-containing protein 2-like (LOC101012338), transcript variant X4, mRNA
gi|1777317259|ref|XR_002521234.2| PREDICTED: Papio anubis zinc finger and SCAN domain-containing protein 2-like (LOC101012338), transcript variant X3, misc_RNA
gi|1777317258|ref|XR_002521233.2| PREDICTED: Papio anubis zinc finger and SCAN domain-containing protein 2-like (LOC101012338), transcript variant X2, misc_RNA
gi|1777317257|ref|XR_002521232.2| PREDICTED: Papio anubis zinc finger and SCAN domain-containing protein 2-like (LOC101012338), transcript variant X1, misc_RNA
gi|1751283107|ref|XM_030931957.1| PREDICTED: Rhinopithecus roxellana zinc finger and SCAN domain-containing protein 2-like (LOC104675257), transcript variant X8, mRNA
gi|1751283106|ref|XM_010379729.2| PREDICTED: Rhinopithecus roxellana zinc finger and SCAN domain-containing protein 2-like (LOC104675257), transcript variant X7, mRNA
gi|1751283104|ref|XM_030931956.1| PREDICTED: Rhinopithecus roxellana zinc finger and SCAN domain-containing protein 2-like (LOC104675257), transcript variant X6, mRNA
gi|1751283102|ref|XM_030931955.1| PREDICTED: Rhinopithecus roxellana zinc finger and SCAN domain-containing protein 2-like (LOC104675257), transcript variant X5, mRNA
gi|1751283100|ref|XM_030931954.1| PREDICTED: Rhinopithecus roxellana zinc finger and SCAN domain-containing protein 2-like (LOC104675257), transcript variant X4, mRNA
gi|1751283098|ref|XM_030931953.1| PREDICTED: Rhinopithecus roxellana zinc finger and SCAN domain-containing protein 2-like (LOC104675257), transcript variant X3, mRNA
gi|1751283096|ref|XM_030931952.1| PREDICTED: Rhinopithecus roxellana zinc finger and SCAN domain-containing protein 2-like (LOC104675257), transcript variant X2, mRNA
gi|1751283094|ref|XM_030931951.1| PREDICTED: Rhinopithecus roxellana zinc finger and SCAN domain-containing protein 2-like (LOC104675257), transcript variant X1, mRNA
gi|1411144020|ref|XM_025378336.1| PREDICTED: Theropithecus gelada zinc finger and SCAN domain-containing protein 2-like (LOC112620139), transcript variant X2, mRNA
gi|795586077|ref|XM_012057675.1| PREDICTED: Cercocebus atys zinc finger and SCAN domain-containing protein 2-like (LOC105584718), transcript variant X5, mRNA
gi|795586073|ref|XM_012057674.1| PREDICTED: Cercocebus atys zinc finger and SCAN domain-containing protein 2-like (LOC105584718), transcript variant X4, mRNA
gi|795586068|ref|XM_012057673.1| PREDICTED: Cercocebus atys zinc finger and SCAN domain-containing protein 2-like (LOC105584718), transcript variant X3, mRNA
gi|795586063|ref|XM_012057672.1| PREDICTED: Cercocebus atys zinc finger and SCAN domain-containing protein 2-like (LOC105584718), transcript variant X2, mRNA
gi|795586058|ref|XM_012057671.1| PREDICTED: Cercocebus atys zinc finger and SCAN domain-containing protein 2-like (LOC105584718), transcript variant X1, mRNA
gi|795295388|ref|XM_011966624.1| PREDICTED: Mandrillus leucophaeus zinc finger protein 775 (ZNF775), mRNA
gi|1825931662|ref|XM_033194122.1| PREDICTED: Trachypithecus francoisi zinc finger and SCAN domain-containing protein 2-like (LOC117073327), transcript variant X4, mRNA
